uri,uri,Cosine Similarity
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8125478499965232
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8132511332746466
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,0.8136808939026242
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.814083339118806
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8141051079060512
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8141696772242077
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8142749053367703
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8143150233444201
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8144862125202933
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8145417573407884
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8146061042016742
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8147474633227678
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8149855332010558
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8166419652810021
file:/abstracts/38.B.s00221-016-4625-5.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8170670438442966
file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8171663157405745
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8183385212239107
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8183782934434541
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8185057681485575
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8192064537749336
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8195717373950319
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8200364971159273
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8200486510123144
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.8202495768229927
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8208596042621757
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8224885248183359
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8228863292610631
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/32.7631.full.pdf.json,0.825377511529053
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8280194510889385
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,0.828879241023075
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8291572023725478
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8297955951564996
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8304317666710306
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8306883769354585
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/26.B.s00421-010-1637-x.pdf.json,0.8323419418581501
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8327165153349085
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.8327710020915535
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/26.B.s00421-010-1637-x.pdf.json,0.8328450204892571
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8335386330916457
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8347885695020153
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.835301820318754
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8367789035919615
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8370675232143825
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.8373525107218646
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8374379673416159
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/38.B.s00221-016-4625-5.pdf.json,0.8379930206053854
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8396040156170096
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8399899258679518
file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8401030912803248
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,0.840418678526183
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8407142047764881
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,0.8422577152299864
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8430048455262036
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8431070603790436
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.84331526411027
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.843734288441357
file:/abstracts/44.s13104-020-05356-z.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8442186648950096
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,0.8456626263677369
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8460041221231994
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,0.8462378470457596
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8462730885994391
file:/abstracts/26.B.s00421-010-1637-x.pdf.json,file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,0.8473828188478841
file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8481439881514753
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,0.8497365619231514
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8518932091870117
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8519736173876369
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/47.FA.Pain_Related_Fear__Lumbar_Flexion__and_Dynamic_EMG.1.pdf.json,0.8532551749416476
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.853536395014095
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8537727682897445
file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,file:/abstracts/54.FA.ENEURO.0107-18.2018.full.pdf.json,0.85417013268538
file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8553524629599679
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8553734655770066
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/26.B.s00421-010-1637-x.pdf.json,0.8554384306272022
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,0.8556060297092924
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8571602419984048
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8574890814157851
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/26.B.s00421-010-1637-x.pdf.json,0.8579796604659933
file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,file:/abstracts/37.The_Journal_of_Physiology_-_2017_-_Roux_-_Functional_architecture_of_the_somatosensory_homunculus_detected_by.pdf.json,0.8617434579542265
file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.8624201696237881
file:/abstracts/13.The_Impact_of_Psychosocial_Factors_on_Low_Back.19.pdf.json,file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,0.8636720957451376
file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,file:/abstracts/52.1-s2.0-S1526590007007298-main.pdf.json,0.8643685143568891
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,0.8644270807510321
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/26.B.s00421-010-1637-x.pdf.json,0.8646757968953335
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/44.s13104-020-05356-z.pdf.json,0.8652002104712788
file:/abstracts/22.B.Spine_Loading_Characteristics_of_Patients_With_Low.9.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8697124405142578
file:/abstracts/32.7631.full.pdf.json,file:/abstracts/33.Disinhibition_of_the_primary_somatosensory_cortex.13.pdf.json,0.8703925619341145
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,0.8704070349936708
file:/abstracts/19.B.1-s2.0-S2468781216300224-main.pdf.json,file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,0.8706292541724732
file:/abstracts/20.B.1-s2.0-S0021929020303067-main.pdf.json,file:/abstracts/46.B.European_Journal_of_Pain_-_2019_-_Matheve_-_Lumbar_range_of_motion_in_chronic_low_back_pain_is_predicted_by_task‐specific_.pdf.json,0.8724721392418037
file:/abstracts/40.FA.1-s2.0-S1529943020300462-main.pdf.json,file:/abstracts/51.B.FA.s10865-005-9011-x.pdf.json,0.8767226007356719
file:/abstracts/21.B.1-s2.0-S1050641103000415-main.pdf.json,file:/abstracts/29.B.ISSLS_Prize_Winner__Smudging_the_Motor_Brain_in.3.pdf.json,0.8774953462062954
